,id,sentence,subject_entity,object_entity,label,source
19875,19875,"녹색당는 3개 정당으로 원만하게 쪼개졌고 루카스는 잉글랜드 웨일스 녹색당에 합류해 총선 연설자(19919792), 당 소속 지역 의회 의원(199799)을 지냈다.1990년","{'word': 녹색당, 'start_idx': 0, 'end_idx': 2}","{'word': 1990년, 'start_idx': 91, 'end_idx': 95}",org:dissolved,wikipedia
21177,21177,유럽에서는 로물루스 아우구스툴루스가 폐위된 476년나 율리우스 네포스가 사망한 480년을 서로마 제국 붕괴의 해로 보고 있지만 로마제국에서는 이를 통일로마제국으로 해석하는 것이 타당하다.,"{'word': 서로마 제국, 'start_idx': 50, 'end_idx': 55}","{'word': 476년, 'start_idx': 24, 'end_idx': 27}",org:dissolved,wikipedia
22179,22179,"1995년 데이턴 협정 체결로 보스니아 전쟁이 마무리되면서 보스니아 헤르체고비나는 보스니아계, 크로아티아계가 중심이 된 보스니아 헤르체고비나 연방, 세르비아계가 중심이 된 스룹스카공화국으로 구성된 연합국가가 됐다.","{'word': 보스니아 헤르체고비나, 'start_idx': 33, 'end_idx': 43}","{'word': 1995년, 'start_idx': 0, 'end_idx': 4}",org:dissolved,wikipedia
22461,22461,국가보안위원회는 1954년 3월 13일부터 1991년 11월 6일에 존재해 온 소비에트 연방 정보기관이다.,"{'word': 국가보안위원회, 'start_idx': 0, 'end_idx': 6}","{'word': 1991년 11월 6일, 'start_idx': 24, 'end_idx': 35}",org:dissolved,wikipedia
22811,22811,"벽성대 탈퇴가 확정되면서 2012년 2월 29일에서 폐교한 명신대, 성화대학, 같은 해 8월 폐교한 건동대에 이어 이명박 정부 들어 네 번째로 2014년 2월 28일 폐교됐다.","{'word': 성화대학, 'start_idx': 38, 'end_idx': 41}","{'word': 2012년 2월 29일, 'start_idx': 14, 'end_idx': 25}",org:dissolved,wikipedia
23699,23699,2007년마 현대 유니콘스가 해체되고 선수단이 우리 히어로즈로 이적할 때 함께 히어로즈 선수가 됐다.,"{'word': 현대 유니콘스, 'start_idx': 7, 'end_idx': 13}","{'word': 2007년, 'start_idx': 0, 'end_idx': 4}",org:dissolved,wikipedia
23720,23720,이후 KV민주당와 통합 민주당로 통합되며 소멸했다.,"{'word': 민주당, 'start_idx': 5, 'end_idx': 7}","{'word': 2008년 2월 17일, 'start_idx': -1, 'end_idx': 10}",org:dissolved,wikipedia
23836,23836,2010년 10월이스트로가 해체되면서 이스트로 선수단 공개 오디션을 통해 KT 롤스터에 영입됐다.,"{'word': 이스트로, 'start_idx': 9, 'end_idx': 12}","{'word': 2010년 10월, 'start_idx': 0, 'end_idx': 8}",org:dissolved,wikipedia
24127,24127,2010년 10월이스트로가 해체되면서 이스트로 선수단 공개 오디션을 통해 STX쏘울에 영입됐다.,"{'word': 이스트로, 'start_idx': 9, 'end_idx': 12}","{'word': 2010년 10월, 'start_idx': 0, 'end_idx': 8}",org:dissolved,wikipedia
24344,24344,"발해가 멸망할 당시 이를 벗어난 일부 말갈족 집단은 이를 여진이라고 불렀다.1115년(예종 10)에 금나라를 세워 거란을 멸망시켰고, 1234년(고종 21) 원나라에 의해 금나라가 전복되고, 1368년(공민왕 17) 원나라가 명나라로 멸망하는 등 몇 세기에 걸쳐 이 지역이 이들 국가의 판도로 변모했다.","{'word': 원나라, 'start_idx': 88, 'end_idx': 90}","{'word': 1368년, 'start_idx': 107, 'end_idx': 111}",org:dissolved,wikipedia
24451,24451,예멘 통일은 예멘 아랍 공화국와 예멘 인민민주공화국이 1990년 5월 22일에 통일국가 예멘을 세운 사건이다.,"{'word': 예멘 아랍 공화국, 'start_idx': 7, 'end_idx': 15}","{'word': 1990년 5월 22일, 'start_idx': 30, 'end_idx': 41}",org:dissolved,wikipedia
25898,25898,韩国于2001年6月与코코 엔터프라이즈合作，成立coco capcom，进军韩国市场，但此后因业绩不佳而解除合同，并撤至2005년，次年以100%的股份重新设立coco capcom娱乐韩国，再次进行韩国市场及翻译、流通管理，并一直运营至今。,"{'word': 코코 엔터프라이즈, 'start_idx': 11, 'end_idx': 19}","{'word': 2005년, 'start_idx': 61, 'end_idx': 65}",org:dissolved,wikipedia
25960,25960,"그러나 텍스코코 호수를 관장하던 텍스코가 코르테스에 항복하면서 호수의 소유권도 코르테스군에 넘어갔고, 여기에 텍스코코코코코코코코코카인들도 아즈텍에 대한 반감으로 코르테스에 군대를 지원하면서 결국 1521년 8월 13일아즈텍가 항복하고 테노치티틀란은 점령했다.","{'word': 아즈텍, 'start_idx': 77, 'end_idx': 79}","{'word': 1521년 8월 13일, 'start_idx': 109, 'end_idx': 120}",org:dissolved,wikipedia
26534,26534,그러나 2014년 12월 19일 헌법재판소의 결정(통합진보당 위헌정당 해산 및 소속 국회의원 자격 박탈)으로 의원직을 상실했다.,"{'word': 통합진보당, 'start_idx': 28, 'end_idx': 32}","{'word': 2014년 12월 19일, 'start_idx': 4, 'end_idx': 16}",org:dissolved,wikipedia
26611,26611,1918년 말 독일 제국이 제1차 세계대전에서 패하자 청년 핀란드인당의 두 파벌이 갈라졌다.,"{'word': 핀란드인당, 'start_idx': 33, 'end_idx': 37}","{'word': 1918년, 'start_idx': 0, 'end_idx': 4}",org:dissolved,wikipedia
26885,26885,이후 스페인으로 이름을 바꾼 공동왕국은 1478년 카나리아 제도를 정복한 뒤 1492년 1월 2일 무슬림의 최후 보루인 그라나다 토후국를 정복해 레콘키스타를 종식시켰다.,"{'word': 그라나다 토후국, 'start_idx': 67, 'end_idx': 74}","{'word': 1492년, 'start_idx': 43, 'end_idx': 47}",org:dissolved,wikipedia
27688,27688,"1946년소련 내무인민위원회는 소련 내무부로, 국가안전인민위원회는 국가안전부(MGB)로 이름을 바꿨다.","{'word': 내무인민위원회, 'start_idx': 8, 'end_idx': 14}","{'word': 1946년, 'start_idx': 0, 'end_idx': 4}",org:dissolved,wikipedia
29142,29142,2011년 8월는 22일 위메이드 폭스 해체와 함께 게임단 해체 공식 게시물을 CJ엔투스가 도입했다.,"{'word': 위메이드 폭스, 'start_idx': 14, 'end_idx': 20}","{'word': 2011년 8월, 'start_idx': 0, 'end_idx': 7}",org:dissolved,wikipedia
29675,29675,2015년 4월 28일 그리스 의회가 ETT 재개를 위한 법률을 통과시켜 2015년 6월 11일가 오전 6시 NERIT가 폐쇄되면서 ETT가 2년 만에 재개됐다.,"{'word': NERIT, 'start_idx': 61, 'end_idx': 65}","{'word': 2015년 6월 11일, 'start_idx': 41, 'end_idx': 52}",org:dissolved,wikipedia
30047,30047,"일본 제국 육군의 연료창은 일제가 멸망할 때까지 사용됐고, 연료창을 넘겨받은 유엔의 일본 점령군은 제5공군의 항공기지인 후추항공기지로 바뀌었다.1945년","{'word': 일본 제국 육군, 'start_idx': 0, 'end_idx': 7}","{'word': 1945년, 'start_idx': 80, 'end_idx': 84}",org:dissolved,wikipedia
31085,31085,현대 유니콘스 마지막 해 2007년에서 12승을 추가했다.,"{'word': 현대 유니콘스, 'start_idx': 0, 'end_idx': 6}","{'word': 2007년, 'start_idx': 14, 'end_idx': 18}",org:dissolved,wikipedia
31699,31699,그러나 구민주당이 지방선거에서 좋지 않은 실적을 내고 구태 정당이라는 지적을 받자 2007년 6월 27일중도개혁통합신당와 통합해 중도통합민주당을 창당했다.,"{'word': 중도개혁통합신당, 'start_idx': 58, 'end_idx': 65}","{'word': 2007년 6월 27일, 'start_idx': 46, 'end_idx': 57}",org:dissolved,wikipedia
32289,32289,1999년 외환위기로 신동아그룹가 부도나면서 2000억 원대의 외화 밀반출 및 횡령 혐의로 검찰 조사를 받았다.,"{'word': 신동아그룹, 'start_idx': 12, 'end_idx': 16}","{'word': 1999년, 'start_idx': 0, 'end_idx': 4}",org:dissolved,wikipedia
